,precision,recall,f1-score,support
plectrophenax_nivalis,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
plegadis_falcinellus,1.0,0.6666666666666666,0.8,6.0
ploceus_cucullatus,0.75,1.0,0.8571428571428571,6.0
pluvialis_apricaria,0.8571428571428571,0.6666666666666666,0.75,18.0
pluvialis_squatarola,1.0,0.5208333333333334,0.684931506849315,48.0
podiceps_auritus,0.8,0.5,0.6153846153846154,8.0
podoces_hendersoni,1.0,0.5714285714285714,0.7272727272727273,7.0
poecile_montanus,1.0,0.5,0.6666666666666666,4.0
poephila_acuticauda,0.8888888888888888,0.8,0.8421052631578947,10.0
poicephalus_meyeri,1.0,0.8,0.8888888888888888,5.0
polioptila_lembeyei,1.0,0.6666666666666666,0.8,3.0
polyplectron_emphanum,0.6666666666666666,1.0,0.8,2.0
polyplectron_schleiermacheri,0.6451612903225806,0.8333333333333334,0.7272727272727273,24.0
polysticta_stelleri,1.0,0.16666666666666666,0.2857142857142857,6.0
porphyrio_porphyrio_porphyrio_poliocephalus,0.8333333333333334,1.0,0.9090909090909091,5.0
porzana_carolina,0.5,0.4,0.4444444444444444,5.0
porzana_fusca,0.75,0.8571428571428571,0.8,7.0
porzana_parva,1.0,1.0,1.0,5.0
porzana_porzana,1.0,0.6666666666666666,0.8,9.0
priotelus_temnurus,0.5,0.8,0.6153846153846154,5.0
prosthemadera_novaeseelandiae,0.2857142857142857,1.0,0.4444444444444444,2.0
prunella_modularis,1.0,0.18181818181818182,0.3076923076923077,11.0
psarisomus_dalhousiae,1.0,1.0,1.0,5.0
pseudopodoces_humilis,0.0,0.0,0.0,2.0
psilopogon_corvinus,0.2857142857142857,1.0,0.4444444444444444,4.0
psittacula_cyanocephala,0.75,1.0,0.8571428571428571,3.0
ptyonoprogne_rupestris,1.0,1.0,1.0,4.0
puffinus_gravis,1.0,0.6,0.75,5.0
puffinus_tenuirostris,0.8,1.0,0.8888888888888888,16.0
pulsatrix_perspicillata,0.0,0.0,0.0,0.0
pycnonotus_barbatus,0.6363636363636364,0.5384615384615384,0.5833333333333334,13.0
pycnonotus_jocosus,0.8333333333333334,0.5555555555555556,0.6666666666666666,9.0
pycnonotus_leucogenys,0.8,0.5,0.6153846153846154,8.0
pycnonotus_nigricans,1.0,0.3333333333333333,0.5,3.0
pycnonotus_xanthopygos,1.0,0.3333333333333333,0.5,9.0
pyroderus_scutatus,0.8,1.0,0.8888888888888888,4.0
pyrrhocorax_graculus,1.0,0.75,0.8571428571428571,4.0
pyrrhocorax_pyrrhocorax,0.2857142857142857,1.0,0.4444444444444444,2.0
rallus_aquaticus,1.0,0.4166666666666667,0.5882352941176471,12.0
ramphastos_toco,0.0,0.0,0.0,0.0
ramphastos_vitellinus,1.0,0.3333333333333333,0.5,3.0
ramphocoris_clotbey,0.5,0.5,0.5,6.0
regulus_calendula,1.0,1.0,1.0,1.0
regulus_ignicapillus,1.0,0.5,0.6666666666666666,4.0
regulus_regulus,0.8571428571428571,0.9,0.8780487804878049,20.0
rhabdotorrhinus_corrugatus,0.625,1.0,0.7692307692307693,5.0
rheinardia_ocellata,0.2222222222222222,1.0,0.36363636363636365,4.0
rhinoptilus_africanus,0.8181818181818182,1.0,0.9,9.0
rhodopechys_obsoleta,0.7777777777777778,0.6666666666666666,0.717948717948718,21.0
rhodopechys_sanguineus,1.0,1.0,1.0,6.0
riparia_riparia,1.0,0.6,0.75,10.0
rostratula_benghalensis,1.0,0.9411764705882353,0.9696969696969697,17.0
sagittarius_serpentarius,0.3333333333333333,1.0,0.5,1.0
sarcoramphus_papa,1.0,0.8,0.8888888888888888,5.0
saxicola_caprata,0.5,0.75,0.6,8.0
saxicola_maura,1.0,0.8,0.8888888888888888,5.0
saxicola_rubetra,0.8888888888888888,0.8888888888888888,0.8888888888888888,9.0
saxicola_rubicola,0.2727272727272727,0.75,0.4,4.0
schoeniclus_rutilus,1.0,0.2,0.3333333333333333,5.0
schoeniclus_schoeniclus,1.0,0.6,0.75,5.0
scopus_umbretta,0.0,0.0,0.0,2.0
seiurus_aurocapilla,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
selasphorus_rufus,1.0,0.6666666666666666,0.8,3.0
serinus_alario,0.75,0.75,0.75,4.0
serinus_canaria,0.5,0.5,0.5,4.0
serinus_serinus,1.0,0.5,0.6666666666666666,2.0
setophaga_petechia,1.0,1.0,1.0,4.0
setophaga_pinus,1.0,0.4,0.5714285714285714,5.0
setophaga_ruticilla,0.6666666666666666,0.4,0.5,5.0
setophaga_striata,0.0,0.0,0.0,1.0
setophaga_tigrina,0.7142857142857143,1.0,0.8333333333333334,5.0
sitta_canadensis,1.0,0.25,0.4,4.0
sitta_europaea,0.6666666666666666,0.2222222222222222,0.3333333333333333,9.0
sitta_frontalis,1.0,0.5,0.6666666666666666,10.0
sitta_neumayer,0.8333333333333334,1.0,0.9090909090909091,5.0
sittaparus_varius,0.0,0.0,0.0,4.0
somateria_fischeri,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
somateria_mollissima,1.0,0.8888888888888888,0.9411764705882353,9.0
somateria_spectabilis,1.0,0.14285714285714285,0.25,7.0
spatula_clypeata,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
spermestes_bicolor,1.0,0.6,0.75,5.0
spermestes_fringilloides,0.6666666666666666,0.4,0.5,5.0
spinus_crassirostris,0.8333333333333334,1.0,0.9090909090909091,5.0
spinus_psaltria,0.6,0.75,0.6666666666666666,16.0
spinus_spinus,1.0,1.0,1.0,5.0
spodiopsar_cineraceus,0.6,1.0,0.75,3.0
stephanoaetus_coronatus,0.0,0.0,0.0,1.0
stercorarius_skua,0.5384615384615384,0.7,0.6086956521739131,10.0
sterna_hirundo,1.0,0.7272727272727273,0.8421052631578947,11.0
sterna_paradisaea,1.0,1.0,1.0,5.0
streptopelia_decaocto,1.0,0.6666666666666666,0.8,6.0
streptopelia_decipiens,0.0,0.0,0.0,1.0
streptopelia_orientalis,1.0,0.5714285714285714,0.7272727272727273,7.0
streptopelia_orientlis,0.5,0.125,0.2,8.0
streptopelia_senegalensis,0.6363636363636364,0.875,0.7368421052631579,8.0
streptopelia_turtur,0.8333333333333334,0.45454545454545453,0.5882352941176471,11.0
strix_aluco,0.631578947368421,0.8888888888888888,0.7384615384615385,27.0
strix_chacoensis,0.3333333333333333,1.0,0.5,1.0
strix_uralensis,0.3333333333333333,0.8571428571428571,0.48,7.0
sturnia_pagodarum,1.0,1.0,1.0,3.0
sturnus_unicolor,0.6666666666666666,0.4,0.5,5.0
surnia_ulula,0.5,0.75,0.6,4.0
sylvia_atricapilla,0.0,0.0,0.0,9.0
sylvia_borin,0.7142857142857143,1.0,0.8333333333333334,5.0
sylvia_cantillans,0.4,1.0,0.5714285714285714,4.0
sylvia_curruca,0.6666666666666666,0.8,0.7272727272727273,5.0
sylvia_ruppeli,0.0,0.0,0.0,4.0
syrmaticus_humiae,0.3888888888888889,0.875,0.5384615384615384,8.0
syrmaticus_soemmerringii,1.0,1.0,1.0,2.0
syrrhaptes_paradoxus,0.6666666666666666,1.0,0.8,4.0
tachymarptis_melba,0.9,0.9,0.9,10.0
tadorna_ferruginea,0.6666666666666666,0.25,0.36363636363636365,8.0
tadorna_tadorna,1.0,0.5,0.6666666666666666,8.0
tadorna_variegata,1.0,1.0,1.0,6.0
tangara_cyanicollis,1.0,1.0,1.0,4.0
tangara_episcopus,1.0,0.6,0.75,5.0
tchagra_australis,1.0,0.375,0.5454545454545454,8.0
tchagra_senegalus,0.0,0.0,0.0,2.0
telophorus_zeylonus,0.6,0.6,0.6,5.0
temnurus_temnurus,0.0,0.0,0.0,0.0
terathopius_ecaudatus,1.0,1.0,1.0,2.0
terpsiphone_paradisi,1.0,0.4,0.5714285714285714,5.0
terpsiphone_rufiventer,0.5,0.5,0.5,4.0
tetrao_urogalloides,1.0,1.0,1.0,3.0
tetrao_urogallus,0.6666666666666666,0.7407407407407407,0.7017543859649122,27.0
tetraogallus_himalayensis,0.3333333333333333,0.4,0.36363636363636365,5.0
thalasseus_sandvicensis,0.7777777777777778,1.0,0.875,7.0
tichodroma_muraria,1.0,1.0,1.0,6.0
timalia_pileata,1.0,0.5,0.6666666666666666,4.0
tockus_erythrorhynchus,0.125,0.5333333333333333,0.20253164556962025,15.0
todus_subulatus,0.75,0.75,0.75,4.0
treron_sieboldii,1.0,0.8333333333333334,0.9090909090909091,12.0
tricholaema_leucomelas,0.0,0.0,0.0,2.0
tringa_glareola,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
tringa_nebularia,0.5454545454545454,0.8571428571428571,0.6666666666666666,7.0
tringa_totanus,0.7058823529411765,0.48,0.5714285714285714,25.0
turdus_grayi,0.5,1.0,0.6666666666666666,4.0
turdus_kessleri,1.0,0.3333333333333333,0.5,3.0
turdus_merula,0.5,1.0,0.6666666666666666,3.0
turdus_migratorius,1.0,0.3333333333333333,0.5,3.0
turdus_philomelos,0.5,0.15384615384615385,0.23529411764705882,13.0
turdus_pilaris,1.0,0.5,0.6666666666666666,4.0
turdus_plumbeus,0.6666666666666666,1.0,0.8,2.0
turdus_unicolor,1.0,0.5,0.6666666666666666,2.0
turdus_viscivorus,0.625,0.7142857142857143,0.6666666666666666,7.0
tyrannus_dominicensis,0.42857142857142855,0.5,0.46153846153846156,6.0
tyrannus_tyrannus,0.0,0.0,0.0,4.0
tyto_alba,0.8484848484848485,0.875,0.8615384615384616,32.0
tyto_glaucops,0.5,1.0,0.6666666666666666,1.0
uragus_sibiricus,1.0,0.2,0.3333333333333333,5.0
uria_aalge,1.0,1.0,1.0,4.0
urocissa_erythroryncha,0.6666666666666666,0.4,0.5,5.0
vidua_macroura,0.5,0.5,0.5,2.0
vireo_griseus,0.0,0.0,0.0,3.0
wilsonia_citrina,1.0,0.3333333333333333,0.5,3.0
xipholena_punicea,0.0,0.0,0.0,3.0
zenaida_macroura,1.0,0.8,0.8888888888888888,5.0
zoothera_aurea,1.0,0.7,0.8235294117647058,10.0
zosterops_erythropleurus,0.0,0.0,0.0,9.0
zosterops_japonicus,0.5,0.2,0.2857142857142857,5.0
accuracy,0.6328800988875154,0.6328800988875154,0.6328800988875154,0.6328800988875154
macro avg,0.6681547965726607,0.6343808625680661,0.601699515426935,5663.0
weighted avg,0.7266490670411787,0.6328800988875154,0.6378589199071432,5663.0
