,precision,recall,f1-score,support
curruca_melanocephala,0.9,1.0,0.9473684210526315,9.0
cyanerpes_cyaneus,1.0,0.6,0.75,5.0
cyanistes_caeruleus,1.0,0.25,0.4,4.0
cyanocitta_cristata,0.3,1.0,0.46153846153846156,3.0
cyanocorax_dickeyi,0.5,1.0,0.6666666666666666,1.0
cyanocorax_formosus,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
cyanocorax_melanocyaneus,1.0,1.0,1.0,3.0
cyanocorax_sanblasianus,0.0,0.0,0.0,1.0
cygnus_buccinator,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
cygnus_columbianus,0.4166666666666667,0.8333333333333334,0.5555555555555556,6.0
cygnus_olor,0.75,1.0,0.8571428571428571,9.0
dacelo_novaeguineae,0.0,0.0,0.0,1.0
dendrocopos_leucotos,0.6666666666666666,0.5,0.5714285714285714,4.0
dendrocopos_major,0.6666666666666666,0.6666666666666666,0.6666666666666666,27.0
dendrocopos_medius,1.0,0.46153846153846156,0.631578947368421,13.0
dendrocopos_minor,1.0,1.0,1.0,5.0
dendrocopos_syriacus,0.6,1.0,0.75,6.0
dryocopus_martius,0.5,0.25,0.3333333333333333,4.0
egretta_garzetta,0.8333333333333334,1.0,0.9090909090909091,5.0
emberiza_elegans,0.75,1.0,0.8571428571428571,3.0
emberiza_schoeniclus,1.0,0.6,0.75,5.0
francolinus_francolinus,1.0,1.0,1.0,1.0
fulica_atra,0.5,1.0,0.6666666666666666,10.0
garrulus_glandarius,0.6206896551724138,0.6,0.6101694915254238,60.0
gavia_adamsii,0.6,0.8,0.6857142857142857,15.0
gavia_immer,1.0,0.5,0.6666666666666666,8.0
gavia_pacifica,0.9444444444444444,0.8947368421052632,0.918918918918919,19.0
gavia_stellata,0.5555555555555556,0.8333333333333334,0.6666666666666666,6.0
geokichla_citrina,1.0,1.0,1.0,7.0
geokichla_sibirica,1.0,0.75,0.8571428571428571,4.0
geopelia_cuneata,1.0,0.6,0.75,5.0
geranoaetus_melanoleucus,0.0,0.0,0.0,0.0
glaucidium_passerinum,1.0,1.0,1.0,6.0
griseotyrannus_aurantioatrocristatus,1.0,0.5,0.6666666666666666,4.0
grus_canadensis,0.4166666666666667,1.0,0.5882352941176471,5.0
grus_japonensis,1.0,1.0,1.0,3.0
gubernatrix_cristata,0.5714285714285714,0.8,0.6666666666666666,5.0
guttera_pucherani,1.0,1.0,1.0,1.0
gymnorhina_tibicen,0.4444444444444444,0.5714285714285714,0.5,7.0
gyps_fulvus,1.0,1.0,1.0,2.0
gyps_rueppelli,0.75,0.6,0.6666666666666666,5.0
haematopus_ostralegus,0.8888888888888888,0.43010752688172044,0.5797101449275363,93.0
halcyon_albiventris,1.0,1.0,1.0,2.0
halcyon_leucocephala,1.0,1.0,1.0,6.0
halcyon_malimbica,1.0,1.0,1.0,5.0
haliaeetus_albicilla,0.5833333333333334,0.9333333333333333,0.717948717948718,15.0
haliaeetus_vocifer,0.5,1.0,0.6666666666666666,1.0
hamirostra_melanosternon,0.0,0.0,0.0,0.0
hemixos_castanonotus,0.6666666666666666,0.5,0.5714285714285714,4.0
hieraaetus_pennatus,0.0,0.0,0.0,0.0
hippolais_icterina,1.0,0.4166666666666667,0.5882352941176471,12.0
hirundo_rustica,0.875,0.3888888888888889,0.5384615384615384,18.0
hydrobates_castro,0.75,1.0,0.8571428571428571,3.0
hydrobates_pelagicus,0.8,0.8,0.8,5.0
hydrocoloeus_minutus,0.9411764705882353,0.6666666666666666,0.7804878048780488,24.0
hydroprogne_caspia,0.5,1.0,0.6666666666666666,2.0
hypergerus_atriceps,0.375,0.75,0.5,4.0
hypsipetes_amaurotis,0.5,1.0,0.6666666666666666,1.0
hypsipetes_leucocephalus,0.3,0.75,0.42857142857142855,4.0
icterus_galbula,0.0,0.0,0.0,1.0
iduna_opaca,0.0,0.0,0.0,1.0
iduna_pallida,0.0,0.0,0.0,3.0
ixobrychus_cinnamomeus,0.6666666666666666,1.0,0.8,4.0
ixobrychus_minutus,1.0,1.0,1.0,14.0
jynx_torquilla,1.0,0.5,0.6666666666666666,4.0
lagonosticta_senegala,1.0,1.0,1.0,4.0
lagopus_lagopus,0.0,0.0,0.0,4.0
lagopus_mutus,0.3333333333333333,1.0,0.5,3.0
lamprotornis_caudatus,0.8333333333333334,1.0,0.9090909090909091,5.0
lamprotornis_iris,0.8333333333333334,1.0,0.9090909090909091,5.0
lamprotornis_purpureus,0.5,1.0,0.6666666666666666,4.0
lamprotornis_purpuropterus,1.0,1.0,1.0,1.0
lamprotornis_superbus,0.0,0.0,0.0,1.0
lanioturdus_torquatus,0.42857142857142855,1.0,0.6,3.0
lanius_collaris,0.0,0.0,0.0,4.0
lanius_collurio,0.75,0.15789473684210525,0.2608695652173913,19.0
lanius_excubitor,1.0,0.23529411764705882,0.38095238095238093,17.0
lanius_ludovicianus,0.5,0.5,0.5,2.0
lanius_meridionalis,0.0,0.0,0.0,12.0
lanius_minor,1.0,0.16666666666666666,0.2857142857142857,6.0
lanius_phoenicuroides,1.0,1.0,1.0,1.0
lanius_schach,1.0,0.5,0.6666666666666666,4.0
lanius_senator,1.0,0.75,0.8571428571428571,4.0
lanius_tigrinus,0.16666666666666666,0.5,0.25,2.0
larosterna_inca,0.42857142857142855,1.0,0.6,3.0
larus_cachinnans,0.625,0.625,0.625,16.0
larus_canus,0.46,0.696969696969697,0.5542168674698795,33.0
larus_crassirostris,0.9166666666666666,0.88,0.8979591836734694,25.0
larus_delawarensis,0.0,0.0,0.0,5.0
larus_dominicanus,0.8,0.7272727272727273,0.7619047619047619,22.0
larus_fuscus,0.8,0.6,0.6857142857142857,40.0
larus_ichthyaetus,0.1,0.75,0.17647058823529413,4.0
larus_marinus,0.5,1.0,0.6666666666666666,3.0
larvivora_sibilans,0.0,0.0,0.0,3.0
leiopicus_medius,1.0,0.75,0.8571428571428571,4.0
leioptila_annectens,0.17647058823529413,0.75,0.2857142857142857,4.0
leiothlypis_celata,0.0,0.0,0.0,3.0
leucocarbo_atriceps,0.6,1.0,0.75,3.0
linaria_cannabina,0.3888888888888889,0.7777777777777778,0.5185185185185185,9.0
locustella_luscinioides,1.0,0.16666666666666666,0.2857142857142857,6.0
locustella_naevia,0.8571428571428571,1.0,0.9230769230769231,6.0
lonchura_molucca,0.5,0.2,0.2857142857142857,5.0
lonchura_striata,1.0,0.5,0.6666666666666666,2.0
lonchura_stygia,1.0,0.3333333333333333,0.5,3.0
lophura_swinhoii,0.4444444444444444,0.6666666666666666,0.5333333333333333,6.0
loxia_leucoptera,0.75,0.23076923076923078,0.35294117647058826,13.0
loxia_pytyopsittacus,1.0,0.75,0.8571428571428571,4.0
lullula_arborea,0.8888888888888888,0.6666666666666666,0.7619047619047619,12.0
luscinia_megarhynchos,0.8,0.2857142857142857,0.42105263157894735,14.0
lybius_dubius,0.8333333333333334,1.0,0.9090909090909091,5.0
lybius_torquatus,1.0,0.6666666666666666,0.8,3.0
lyrurus_tetrix,0.9,0.6,0.72,15.0
malurus_melanocephalus,1.0,0.3333333333333333,0.5,3.0
mandingoa_nitidula,1.0,0.6,0.75,5.0
manorina_flavigula,0.21052631578947367,1.0,0.34782608695652173,4.0
mareca_penelope,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0
mareca_sibilatrix,0.4444444444444444,0.6666666666666666,0.5333333333333333,6.0
mareca_strepera,0.3125,0.5,0.38461538461538464,10.0
megaceryle_torquata,0.8,0.5,0.6153846153846154,8.0
melanerpes_formicivorus,1.0,1.0,1.0,5.0
melanerpes_pucherani,0.5,0.5,0.5,4.0
melanitta_americana,0.0,0.0,0.0,6.0
melanitta_fusca,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.0
melanitta_nigra,0.625,0.4166666666666667,0.5,24.0
melanitta_perspicillata,0.5,1.0,0.6666666666666666,6.0
melanocorypha_calandra,0.3,1.0,0.46153846153846156,3.0
melospiza_melodia,0.6666666666666666,0.4,0.5,5.0
mergellus_albellus,0.5,0.4,0.4444444444444444,20.0
mergus_merganser,0.6666666666666666,0.23529411764705882,0.34782608695652173,17.0
mergus_serrator,0.7692307692307693,0.5555555555555556,0.6451612903225806,18.0
mergus_squamatus,1.0,0.625,0.7692307692307693,8.0
milvus_migrans,0.13157894736842105,0.625,0.21739130434782608,8.0
milvus_milvus,0.8235294117647058,0.8,0.8115942028985508,35.0
mniotilta_varia,0.0,0.0,0.0,2.0
monticola_gularis,1.0,1.0,1.0,2.0
monticola_solitarius,0.8333333333333334,0.5,0.625,10.0
montifringilla_nivalis,1.0,0.5,0.6666666666666666,4.0
morus_serrator,0.0,0.0,0.0,1.0
motacilla_alba,1.0,0.5,0.6666666666666666,4.0
motacilla_flava,0.0,0.0,0.0,5.0
muscicapa_striata,0.4,0.2222222222222222,0.2857142857142857,9.0
myiomela_leucura,0.0,0.0,0.0,4.0
myophonus_caeruleus,0.5,1.0,0.6666666666666666,1.0
neophema_pulchella,1.0,0.6,0.75,10.0
netta_rufina,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
nilaus_afer,1.0,0.75,0.8571428571428571,4.0
ninox_boobook,0.2857142857142857,1.0,0.4444444444444444,2.0
numenius_arquata,0.8,0.21052631578947367,0.3333333333333333,19.0
numenius_phaeopus,0.8181818181818182,0.6923076923076923,0.75,13.0
nyctibius_griseus,0.7272727272727273,0.6666666666666666,0.6956521739130435,12.0
nycticorax_nycticorax,0.3333333333333333,0.25,0.2857142857142857,4.0
nymphicus_hollandicus,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
oena_capensis,1.0,0.3333333333333333,0.5,6.0
oenanthe_deserti,0.15,0.75,0.25,4.0
oenanthe_melanoleuca,1.0,0.6,0.75,5.0
oenanthe_oenanthe,1.0,1.0,1.0,5.0
onychognathus_morio,0.5,1.0,0.6666666666666666,3.0
oreophasis_derbianus,0.3333333333333333,1.0,0.5,1.0
oriolus_oriolus,0.6666666666666666,0.8571428571428571,0.75,7.0
otis_tarda,0.26,0.8666666666666667,0.4,15.0
otis_tetrax_tetrax_tetrax,0.35714285714285715,1.0,0.5263157894736842,5.0
otus_bakkamoena,0.7,0.875,0.7777777777777778,16.0
otus_lempiji,0.9,1.0,0.9473684210526315,9.0
otus_scops,0.6428571428571429,0.5625,0.6,16.0
otus_semitorques,1.0,1.0,1.0,11.0
pachycephala_nudigula,0.25,1.0,0.4,2.0
padda_oryzivora,1.0,0.5,0.6666666666666666,4.0
pandion_haliaetus,0.875,0.3333333333333333,0.4827586206896552,21.0
panurus_biarmicus,1.0,0.2,0.3333333333333333,5.0
paroaria_coronata,0.75,0.5,0.6,6.0
parus_major,0.0,0.0,0.0,5.0
parus_spilonotus,1.0,0.25,0.4,4.0
passer_domesticus,1.0,0.4,0.5714285714285714,5.0
passer_hispaniolensis,1.0,0.5454545454545454,0.7058823529411765,11.0
passerella_iliaca,0.5714285714285714,0.4,0.47058823529411764,10.0
passerina_cyanea,0.2,0.5,0.2857142857142857,2.0
pelecanus_occidentalis,0.3333333333333333,1.0,0.5,1.0
perdix_perdix,0.9,0.45,0.6,20.0
pericrocotus_brevirostris,0.75,0.6,0.6666666666666666,5.0
pericrocotus_flammeus,0.5,0.8666666666666667,0.6341463414634146,15.0
perisoreus_canadensis,0.0,0.0,0.0,4.0
perisoreus_infaustus,1.0,0.8,0.8888888888888888,5.0
pernis_apivorus,0.0,0.0,0.0,3.0
petroica_macrocephala,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0
phaenicophilus_poliocephalus,0.0,0.0,0.0,1.0
phaethornis_superciliosus,1.0,0.5,0.6666666666666666,4.0
phalacrocorax_carbo,0.7142857142857143,1.0,0.8333333333333334,5.0
phalaropus_lobatus,0.5,1.0,0.6666666666666666,2.0
phaps_chalcoptera,0.75,1.0,0.8571428571428571,6.0
phaps_elegans,0.7777777777777778,0.9333333333333333,0.8484848484848485,15.0
phasianus_colchicus,0.6857142857142857,0.75,0.7164179104477612,32.0
pheucticus_ludovicianus,0.75,1.0,0.8571428571428571,3.0
phodilus_badius,0.0,0.0,0.0,0.0
phoebastria_immutabilis,0.8181818181818182,1.0,0.9,9.0
phoenicopterus_roseus,0.45454545454545453,0.5882352941176471,0.5128205128205128,34.0
phoenicopterus_ruber,0.7272727272727273,0.9411764705882353,0.8205128205128205,17.0
phoeniculus_purpureus,1.0,1.0,1.0,7.0
phoenicurus_auroreus,0.2857142857142857,0.3333333333333333,0.3076923076923077,6.0
phoenicurus_erythrogastrus,1.0,0.5,0.6666666666666666,4.0
phoenicurus_frontalis,0.75,0.6,0.6666666666666666,5.0
phoenicurus_moussieri,1.0,0.8333333333333334,0.9090909090909091,6.0
phoenicurus_ochruros,0.5833333333333334,0.3888888888888889,0.4666666666666667,18.0
phoenicurus_phoenicurus,0.8,0.6666666666666666,0.7272727272727273,6.0
phylloscopus_bonelli,1.0,0.5,0.6666666666666666,8.0
phylloscopus_borealis,1.0,0.6,0.75,5.0
phylloscopus_collybita,1.0,0.15,0.2608695652173913,20.0
phylloscopus_proregulus,0.0,0.0,0.0,3.0
phylloscopus_schwarzi,0.5,0.3333333333333333,0.4,3.0
phylloscopus_sibilatrix,0.8,0.8,0.8,5.0
phylloscopus_trochiloides,0.0,0.0,0.0,6.0
phylloscopus_trochilus,1.0,0.2,0.3333333333333333,5.0
pica_pica,1.0,1.0,1.0,1.0
picoides_tridactylus,1.0,0.42857142857142855,0.6,7.0
picus_awokera,1.0,1.0,1.0,3.0
picus_canus,1.0,0.4,0.5714285714285714,10.0
picus_viridis,0.8333333333333334,0.7317073170731707,0.7792207792207793,41.0
pitangus_sulphuratus,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
pitta_sordida,1.0,0.5,0.6666666666666666,8.0
platalea_leucorodia,0.5,1.0,0.6666666666666666,1.0
