,precision,recall,f1-score,support
asio_otus,0.49019607843137253,0.7936507936507936,0.6060606060606061,63.0
athene_noctua,0.4507042253521127,0.8,0.5765765765765766,40.0
avocettula_recurvirostris,1.0,0.6666666666666666,0.8,3.0
aythya_affinis,0.26666666666666666,0.6666666666666666,0.38095238095238093,12.0
aythya_americana,0.25,0.16666666666666666,0.2,6.0
aythya_collaris,0.4166666666666667,0.625,0.5,8.0
aythya_ferina,0.9375,0.5769230769230769,0.7142857142857143,26.0
aythya_fuligula,1.0,0.5,0.6666666666666666,16.0
aythya_marila,0.4117647058823529,0.4117647058823529,0.4117647058823529,17.0
aythya_valisineria,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
bambusicola_thoracicus,0.42857142857142855,1.0,0.6,3.0
batis_minor,0.3333333333333333,1.0,0.5,3.0
bombycilla_cedrorum,1.0,0.4166666666666667,0.5882352941176471,12.0
bombycilla_garrulus,0.85,0.6296296296296297,0.723404255319149,27.0
bombycilla_japonica,1.0,0.1111111111111111,0.2,9.0
bonasa_umbellus,0.75,0.5,0.6,6.0
bonasia_bonasia,0.75,0.3333333333333333,0.46153846153846156,18.0
botaurus_stellaris,0.9310344827586207,0.675,0.782608695652174,40.0
branta_bernicla,0.35714285714285715,0.7142857142857143,0.47619047619047616,7.0
branta_canadensis,1.0,0.25,0.4,4.0
branta_hutchinsii,0.3076923076923077,0.8,0.4444444444444444,5.0
branta_leucopsis,0.0,0.0,0.0,2.0
branta_ruficollis,0.6,0.8571428571428571,0.7058823529411765,7.0
brotogeris_versicolurus,0.8,1.0,0.8888888888888888,4.0
bubo_ascalaphus,0.5882352941176471,0.8333333333333334,0.6896551724137931,12.0
bubo_bubo,0.7142857142857143,0.7894736842105263,0.75,19.0
bubo_scandiacus,0.2857142857142857,0.6666666666666666,0.4,3.0
bubo_virginianus,0.2857142857142857,0.6666666666666666,0.4,3.0
bubulcus_ibis,0.16666666666666666,0.8571428571428571,0.27906976744186046,7.0
bucephala_albeola,0.14285714285714285,0.16666666666666666,0.15384615384615385,6.0
bucephala_clangula,0.75,0.375,0.5,8.0
bucephala_islandica,0.0,0.0,0.0,6.0
buceros_bicornis,0.3333333333333333,1.0,0.5,1.0
burhinus_oedicnemus,0.5,0.8333333333333334,0.625,6.0
buteo_augur,0.7,0.875,0.7777777777777778,8.0
buteo_buteo,0.5454545454545454,0.8571428571428571,0.6666666666666666,21.0
buteo_japonicus,0.4,1.0,0.5714285714285714,2.0
buteo_lagopus,1.0,0.7142857142857143,0.8333333333333334,7.0
buteo_rufinus,0.6296296296296297,0.9444444444444444,0.7555555555555555,18.0
butorides_striatus,1.0,0.5714285714285714,0.7272727272727273,7.0
bycanistes_bucinator,0.5,1.0,0.6666666666666666,3.0
calandrella_brachydactyla,0.5,0.7142857142857143,0.5882352941176471,7.0
calandrella_rufescens,0.5,0.4,0.4444444444444444,5.0
calidris_alba,0.8888888888888888,0.5333333333333333,0.6666666666666666,15.0
calidris_alpina,0.7352941176470589,0.5208333333333334,0.6097560975609756,48.0
calidris_canutus,0.9444444444444444,0.425,0.5862068965517241,40.0
calidris_ferruginea,0.0,0.0,0.0,2.0
calidris_melanotos,0.0,0.0,0.0,10.0
calidris_minuta,0.8571428571428571,0.375,0.5217391304347826,16.0
calidris_pugnax,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
callonetta_leucophrys,0.7647058823529411,0.65,0.7027027027027027,20.0
calonectris_diomedea,1.0,0.5,0.6666666666666666,12.0
calyptorhynchus_funereus,0.0,0.0,0.0,0.0
caprimulgus_aegyptius,0.7142857142857143,1.0,0.8333333333333334,5.0
caprimulgus_climacurus,0.9130434782608695,0.65625,0.7636363636363637,32.0
caprimulgus_europaeus,0.95,0.48717948717948717,0.6440677966101694,39.0
caprimulgus_poliocephalus,0.5,0.4,0.4444444444444444,5.0
caprimulgus_ruficollis,0.7,0.5833333333333334,0.6363636363636364,12.0
caprimulgus_rufigena,0.4166666666666667,0.5555555555555556,0.47619047619047616,9.0
cardinalis_cardinalis,1.0,0.6,0.75,5.0
carduelis_barbata,0.5,0.5,0.5,4.0
carduelis_cabaret,0.15,0.8571428571428571,0.2553191489361702,7.0
carduelis_cannabina,0.8,0.6557377049180327,0.7207207207207207,61.0
carduelis_carduelis,0.9019607843137255,0.6666666666666666,0.7666666666666667,69.0
carduelis_citrinella,1.0,0.3333333333333333,0.5,3.0
carduelis_flavirostris,0.06976744186046512,0.6,0.125,5.0
carduelis_spinus,1.0,1.0,1.0,9.0
carpodacus_erythrinus,0.75,0.75,0.75,4.0
carpodacus_roseus,0.5,0.2,0.2857142857142857,5.0
carpodacus_rubicilla,0.4444444444444444,0.8,0.5714285714285714,5.0
carpodacus_sipahi,1.0,0.8,0.8888888888888888,5.0
casmerodius_albus,0.0,0.0,0.0,1.0
cathartes_aura,0.14285714285714285,1.0,0.25,1.0
centropus_senegalensis,1.0,1.0,1.0,4.0
cercotrichas_galactotes,0.5,1.0,0.6666666666666666,2.0
certhia_brachydactyla,0.2,0.2222222222222222,0.21052631578947367,9.0
certhia_familiaris,0.75,0.75,0.75,4.0
ceryle_rudis,1.0,0.5,0.6666666666666666,4.0
chaimarrornis_leucocephalus,1.0,0.25,0.4,4.0
charadrius_alexandrinus,0.6666666666666666,0.5714285714285714,0.6153846153846154,7.0
charadrius_dubius,0.6521739130434783,0.6,0.625,25.0
charadrius_hiaticula,1.0,0.13636363636363635,0.24,22.0
chenonetta_jubata,0.55,0.43137254901960786,0.4835164835164835,51.0
chlidonias_leucopterus,1.0,0.5,0.6666666666666666,2.0
chlidonias_niger,1.0,0.5,0.6666666666666666,6.0
chloebia_gouldiae,0.8333333333333334,1.0,0.9090909090909091,5.0
chloris_chloris,0.7307692307692307,0.3584905660377358,0.4810126582278481,53.0
chloris_monguilloti,1.0,1.0,1.0,4.0
chlorostilbon_mellisugus,1.0,0.4,0.5714285714285714,5.0
chordeiles_minor,0.8,0.7058823529411765,0.75,17.0
chroicocephalus_ridibundus,1.0,0.5625,0.72,16.0
ciconia_abdimii,0.8571428571428571,0.5454545454545454,0.6666666666666666,11.0
ciconia_boyciana,0.0,0.0,0.0,1.0
ciconia_ciconia,0.42424242424242425,0.7,0.5283018867924528,20.0
ciconia_episcopus,0.1111111111111111,1.0,0.2,3.0
ciconia_maguari,0.5,1.0,0.6666666666666666,1.0
ciconia_nigra,0.43333333333333335,0.8666666666666667,0.5777777777777777,15.0
cinclus_cinclus,0.25,0.5,0.3333333333333333,4.0
cinnyris_osea,0.3333333333333333,1.0,0.5,3.0
circaetus_gallicus,0.2916666666666667,0.9333333333333333,0.4444444444444444,15.0
circus_aeruginosus,0.7692307692307693,0.4,0.5263157894736842,25.0
circus_approximans,0.75,0.75,0.75,4.0
circus_cyaneus,0.5862068965517241,0.3148148148148148,0.40963855421686746,54.0
circus_macrourus,0.0,0.0,0.0,1.0
circus_pygargus,0.8571428571428571,0.46153846153846156,0.6,13.0
cissa_chinensis,0.0,0.0,0.0,2.0
clamator_glandarius,0.3333333333333333,1.0,0.5,1.0
clangula_hyemalis,1.0,0.46153846153846156,0.631578947368421,13.0
coccothraustes_coccothraustes,1.0,0.5,0.6666666666666666,4.0
coeligena_violifer,0.75,0.5,0.6,6.0
colaptes_auratus,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
colius_striatus,0.6666666666666666,1.0,0.8,2.0
columba_arquatrix,0.38461538461538464,1.0,0.5555555555555556,5.0
columba_leuconota,0.3333333333333333,1.0,0.5,1.0
columba_livia,0.5714285714285714,0.8,0.6666666666666666,10.0
columba_oenas,0.9,0.9,0.9,10.0
columba_palumbus,0.7857142857142857,0.8461538461538461,0.8148148148148148,13.0
columba_rupestris,0.0,0.0,0.0,2.0
contopus_cooperi,0.5,0.2,0.2857142857142857,5.0
copsychus_malabaricus,0.1111111111111111,0.3333333333333333,0.16666666666666666,3.0
coracias_cyanogaster,0.9285714285714286,0.8125,0.8666666666666667,16.0
coracias_naevius,1.0,0.8,0.8888888888888888,5.0
coracina_novaehollandiae,0.4,0.8571428571428571,0.5454545454545454,7.0
corvus_corone,1.0,0.4,0.5714285714285714,5.0
corvus_dauuricus,1.0,1.0,1.0,2.0
corvus_frugilegus,0.4722222222222222,0.9444444444444444,0.6296296296296297,18.0
corvus_monedula,0.75,0.5,0.6,6.0
corvus_splendens,0.5,0.75,0.6,4.0
corythornis_cristatus,1.0,1.0,1.0,3.0
cossypha_albicapillus,1.0,0.2,0.3333333333333333,10.0
crax_rubra,0.0,0.0,0.0,1.0
crex_crex,0.8421052631578947,0.8888888888888888,0.8648648648648649,18.0
crossoptilon_crossoptilon,0.3076923076923077,0.8888888888888888,0.45714285714285713,9.0
crossoptilon_mantchuricum,0.125,0.3333333333333333,0.18181818181818182,6.0
crypsirina_temia,0.375,1.0,0.5454545454545454,3.0
cuculus_canorus,0.5769230769230769,0.7142857142857143,0.6382978723404256,21.0
cuculus_fugax,0.0,0.0,0.0,1.0
curruca_hortensis,1.0,0.6,0.75,5.0
curruca_melanocephala,1.0,0.7777777777777778,0.875,9.0
cyanerpes_cyaneus,1.0,0.4,0.5714285714285714,5.0
cyanistes_caeruleus,0.0,0.0,0.0,4.0
cyanocitta_cristata,0.42857142857142855,1.0,0.6,3.0
cyanocorax_dickeyi,1.0,1.0,1.0,1.0
cyanocorax_formosus,0.42857142857142855,1.0,0.6,3.0
cyanocorax_melanocyaneus,1.0,1.0,1.0,3.0
cyanocorax_sanblasianus,0.3333333333333333,1.0,0.5,1.0
cygnus_buccinator,0.5714285714285714,0.6666666666666666,0.6153846153846154,6.0
cygnus_columbianus,0.3333333333333333,0.8333333333333334,0.47619047619047616,6.0
cygnus_olor,0.8181818181818182,1.0,0.9,9.0
dacelo_novaeguineae,0.0,0.0,0.0,1.0
dendrocopos_leucotos,1.0,0.5,0.6666666666666666,4.0
dendrocopos_major,0.5333333333333333,0.8888888888888888,0.6666666666666666,27.0
dendrocopos_medius,1.0,0.5384615384615384,0.7,13.0
dendrocopos_minor,1.0,1.0,1.0,5.0
dendrocopos_syriacus,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
dryocopus_martius,0.5,0.25,0.3333333333333333,4.0
egretta_garzetta,0.3125,1.0,0.47619047619047616,5.0
emberiza_elegans,0.75,1.0,0.8571428571428571,3.0
emberiza_schoeniclus,0.8,0.8,0.8,5.0
francolinus_francolinus,1.0,1.0,1.0,1.0
fulica_atra,0.16666666666666666,1.0,0.2857142857142857,10.0
garrulus_glandarius,0.8571428571428571,0.6,0.7058823529411765,60.0
gavia_adamsii,0.8333333333333334,0.3333333333333333,0.47619047619047616,15.0
gavia_immer,1.0,0.125,0.2222222222222222,8.0
gavia_pacifica,0.9230769230769231,0.631578947368421,0.75,19.0
gavia_stellata,0.5714285714285714,0.6666666666666666,0.6153846153846154,6.0
geokichla_citrina,0.875,1.0,0.9333333333333333,7.0
geokichla_sibirica,1.0,0.5,0.6666666666666666,4.0
geopelia_cuneata,1.0,1.0,1.0,5.0
glaucidium_passerinum,0.5454545454545454,1.0,0.7058823529411765,6.0
griseotyrannus_aurantioatrocristatus,1.0,0.75,0.8571428571428571,4.0
grus_canadensis,0.38461538461538464,1.0,0.5555555555555556,5.0
grus_japonensis,0.5,1.0,0.6666666666666666,3.0
gubernatrix_cristata,0.36363636363636365,0.8,0.5,5.0
guttera_pucherani,0.5,1.0,0.6666666666666666,1.0
gymnorhina_tibicen,0.4,0.2857142857142857,0.3333333333333333,7.0
gyps_fulvus,1.0,1.0,1.0,2.0
gyps_rueppelli,1.0,0.4,0.5714285714285714,5.0
haematopus_ostralegus,0.92,0.24731182795698925,0.3898305084745763,93.0
halcyon_albiventris,0.6666666666666666,1.0,0.8,2.0
halcyon_leucocephala,0.8,0.6666666666666666,0.7272727272727273,6.0
halcyon_malimbica,0.7142857142857143,1.0,0.8333333333333334,5.0
haliaeetus_albicilla,0.5652173913043478,0.8666666666666667,0.6842105263157895,15.0
haliaeetus_vocifer,1.0,1.0,1.0,1.0
hamirostra_melanosternon,0.0,0.0,0.0,0.0
hemixos_castanonotus,1.0,0.5,0.6666666666666666,4.0
hieraaetus_pennatus,0.0,0.0,0.0,0.0
hippolais_icterina,0.75,0.25,0.375,12.0
hirundo_rustica,0.6923076923076923,0.5,0.5806451612903226,18.0
hydrobates_castro,0.6,1.0,0.75,3.0
hydrobates_pelagicus,0.6,0.6,0.6,5.0
hydrocoloeus_minutus,0.9411764705882353,0.6666666666666666,0.7804878048780488,24.0
hydroprogne_caspia,0.25,1.0,0.4,2.0
hypergerus_atriceps,0.42857142857142855,0.75,0.5454545454545454,4.0
hypsipetes_amaurotis,0.0,0.0,0.0,1.0
hypsipetes_leucocephalus,1.0,0.25,0.4,4.0
icterus_galbula,0.0,0.0,0.0,1.0
iduna_opaca,0.0,0.0,0.0,1.0
iduna_pallida,0.0,0.0,0.0,3.0
ixobrychus_cinnamomeus,0.4444444444444444,1.0,0.6153846153846154,4.0
ixobrychus_minutus,1.0,0.8571428571428571,0.9230769230769231,14.0
jynx_torquilla,0.6666666666666666,0.5,0.5714285714285714,4.0
lagonosticta_senegala,1.0,1.0,1.0,4.0
lagopus_lagopus,0.0,0.0,0.0,4.0
lagopus_mutus,1.0,0.3333333333333333,0.5,3.0
lamprotornis_caudatus,1.0,1.0,1.0,5.0
lamprotornis_iris,0.8333333333333334,1.0,0.9090909090909091,5.0
lamprotornis_purpureus,0.6666666666666666,1.0,0.8,4.0
lamprotornis_purpuropterus,1.0,1.0,1.0,1.0
lamprotornis_superbus,0.0,0.0,0.0,1.0
lanioturdus_torquatus,1.0,0.6666666666666666,0.8,3.0
lanius_collaris,0.0,0.0,0.0,4.0
lanius_collurio,1.0,0.10526315789473684,0.19047619047619047,19.0
lanius_excubitor,1.0,0.17647058823529413,0.3,17.0
lanius_ludovicianus,0.6666666666666666,1.0,0.8,2.0
lanius_meridionalis,1.0,0.08333333333333333,0.15384615384615385,12.0
lanius_minor,0.0,0.0,0.0,6.0
lanius_phoenicuroides,1.0,1.0,1.0,1.0
lanius_schach,1.0,0.5,0.6666666666666666,4.0
lanius_senator,1.0,0.5,0.6666666666666666,4.0
lanius_tigrinus,0.4,1.0,0.5714285714285714,2.0
larosterna_inca,0.375,1.0,0.5454545454545454,3.0
larus_cachinnans,0.7333333333333333,0.6875,0.7096774193548387,16.0
larus_canus,0.4473684210526316,0.5151515151515151,0.4788732394366197,33.0
larus_crassirostris,0.8260869565217391,0.76,0.7916666666666666,25.0
larus_delawarensis,0.0,0.0,0.0,5.0
larus_dominicanus,1.0,0.7272727272727273,0.8421052631578947,22.0
larus_fuscus,0.85,0.425,0.5666666666666667,40.0
larus_ichthyaetus,0.2727272727272727,0.75,0.4,4.0
larus_marinus,0.5,1.0,0.6666666666666666,3.0
larvivora_sibilans,1.0,0.3333333333333333,0.5,3.0
leiopicus_medius,0.75,0.75,0.75,4.0
leioptila_annectens,0.16666666666666666,0.5,0.25,4.0
leiothlypis_celata,0.0,0.0,0.0,3.0
leucocarbo_atriceps,0.6,1.0,0.75,3.0
linaria_cannabina,0.4444444444444444,0.4444444444444444,0.4444444444444444,9.0
locustella_luscinioides,1.0,0.16666666666666666,0.2857142857142857,6.0
locustella_naevia,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
lonchura_molucca,0.0,0.0,0.0,5.0
lonchura_striata,0.0,0.0,0.0,2.0
lonchura_stygia,0.0,0.0,0.0,3.0
lophura_swinhoii,0.375,0.5,0.42857142857142855,6.0
loxia_leucoptera,0.6,0.23076923076923078,0.3333333333333333,13.0
loxia_pytyopsittacus,1.0,0.5,0.6666666666666666,4.0
lullula_arborea,1.0,0.4166666666666667,0.5882352941176471,12.0
luscinia_megarhynchos,1.0,0.2857142857142857,0.4444444444444444,14.0
lybius_dubius,0.75,0.6,0.6666666666666666,5.0
lybius_torquatus,0.5,1.0,0.6666666666666666,3.0
lyrurus_tetrix,0.8,0.5333333333333333,0.64,15.0
malurus_melanocephalus,0.0,0.0,0.0,3.0
mandingoa_nitidula,1.0,0.4,0.5714285714285714,5.0
manorina_flavigula,0.09090909090909091,0.75,0.16216216216216217,4.0
mareca_penelope,0.26666666666666666,0.6666666666666666,0.38095238095238093,6.0
mareca_sibilatrix,0.35294117647058826,1.0,0.5217391304347826,6.0
mareca_strepera,0.3333333333333333,0.6,0.42857142857142855,10.0
megaceryle_torquata,0.5,0.625,0.5555555555555556,8.0
melanerpes_formicivorus,0.8333333333333334,1.0,0.9090909090909091,5.0
melanerpes_pucherani,0.5,1.0,0.6666666666666666,4.0
melanitta_americana,1.0,0.16666666666666666,0.2857142857142857,6.0
melanitta_fusca,0.8333333333333334,0.38461538461538464,0.5263157894736842,13.0
melanitta_nigra,1.0,0.20833333333333334,0.3448275862068966,24.0
melanitta_perspicillata,0.42857142857142855,1.0,0.6,6.0
melanocorypha_calandra,0.375,1.0,0.5454545454545454,3.0
melospiza_melodia,0.75,0.6,0.6666666666666666,5.0
mergellus_albellus,0.8571428571428571,0.3,0.4444444444444444,20.0
mergus_merganser,0.5714285714285714,0.23529411764705882,0.3333333333333333,17.0
mergus_serrator,0.6363636363636364,0.3888888888888889,0.4827586206896552,18.0
mergus_squamatus,0.8333333333333334,0.625,0.7142857142857143,8.0
milvus_migrans,0.07352941176470588,0.625,0.13157894736842105,8.0
milvus_milvus,0.8387096774193549,0.7428571428571429,0.7878787878787878,35.0
mniotilta_varia,0.0,0.0,0.0,2.0
monticola_gularis,0.6666666666666666,1.0,0.8,2.0
monticola_solitarius,1.0,0.4,0.5714285714285714,10.0
montifringilla_nivalis,0.0,0.0,0.0,4.0
morus_serrator,0.0,0.0,0.0,1.0
motacilla_alba,1.0,0.25,0.4,4.0
motacilla_flava,1.0,0.2,0.3333333333333333,5.0
muscicapa_striata,0.5,0.5555555555555556,0.5263157894736842,9.0
myiomela_leucura,0.034482758620689655,0.25,0.06060606060606061,4.0
myophonus_caeruleus,0.0,0.0,0.0,1.0
neophema_pulchella,1.0,0.5,0.6666666666666666,10.0
netta_rufina,0.6,0.5,0.5454545454545454,6.0
nilaus_afer,1.0,0.75,0.8571428571428571,4.0
ninox_boobook,0.6666666666666666,1.0,0.8,2.0
numenius_arquata,0.8333333333333334,0.2631578947368421,0.4,19.0
numenius_phaeopus,0.5555555555555556,0.7692307692307693,0.6451612903225806,13.0
nyctibius_griseus,0.9,0.75,0.8181818181818182,12.0
nycticorax_nycticorax,0.75,0.75,0.75,4.0
nymphicus_hollandicus,0.8,0.5714285714285714,0.6666666666666666,7.0
oena_capensis,1.0,0.3333333333333333,0.5,6.0
oenanthe_deserti,0.4,1.0,0.5714285714285714,4.0
oenanthe_melanoleuca,1.0,0.2,0.3333333333333333,5.0
oenanthe_oenanthe,1.0,0.6,0.75,5.0
onychognathus_morio,1.0,0.3333333333333333,0.5,3.0
oreophasis_derbianus,0.1111111111111111,1.0,0.2,1.0
oriolus_oriolus,1.0,0.8571428571428571,0.9230769230769231,7.0
otis_tarda,0.2542372881355932,1.0,0.40540540540540543,15.0
otis_tetrax_tetrax_tetrax,0.2,1.0,0.3333333333333333,5.0
otus_bakkamoena,0.7647058823529411,0.8125,0.7878787878787878,16.0
otus_lempiji,0.75,1.0,0.8571428571428571,9.0
otus_scops,0.6666666666666666,0.5,0.5714285714285714,16.0
otus_semitorques,1.0,0.8181818181818182,0.9,11.0
pachycephala_nudigula,0.5,0.5,0.5,2.0
padda_oryzivora,1.0,0.25,0.4,4.0
pandion_haliaetus,0.8888888888888888,0.38095238095238093,0.5333333333333333,21.0
panurus_biarmicus,1.0,0.2,0.3333333333333333,5.0
paroaria_coronata,1.0,0.3333333333333333,0.5,6.0
parus_major,0.0,0.0,0.0,5.0
parus_spilonotus,0.5,0.25,0.3333333333333333,4.0
passer_domesticus,0.0,0.0,0.0,5.0
passer_hispaniolensis,0.75,0.5454545454545454,0.631578947368421,11.0
passerella_iliaca,0.6666666666666666,0.6,0.631578947368421,10.0
passerina_cyanea,0.0,0.0,0.0,2.0
pelecanus_occidentalis,0.3333333333333333,1.0,0.5,1.0
perdix_perdix,1.0,0.3,0.46153846153846156,20.0
pericrocotus_brevirostris,0.75,0.6,0.6666666666666666,5.0
pericrocotus_flammeus,0.65,0.8666666666666667,0.7428571428571429,15.0
perisoreus_canadensis,0.0,0.0,0.0,4.0
perisoreus_infaustus,0.4444444444444444,0.8,0.5714285714285714,5.0
pernis_apivorus,0.125,0.3333333333333333,0.18181818181818182,3.0
petroica_macrocephala,0.75,0.5,0.6,6.0
phaenicophilus_poliocephalus,0.0,0.0,0.0,1.0
phaethornis_superciliosus,1.0,0.5,0.6666666666666666,4.0
phalacrocorax_carbo,0.45454545454545453,1.0,0.625,5.0
phalaropus_lobatus,1.0,1.0,1.0,2.0
phaps_chalcoptera,0.42857142857142855,1.0,0.6,6.0
phaps_elegans,0.6086956521739131,0.9333333333333333,0.7368421052631579,15.0
phasianus_colchicus,0.6097560975609756,0.78125,0.684931506849315,32.0
pheucticus_ludovicianus,1.0,1.0,1.0,3.0
phodilus_badius,0.0,0.0,0.0,0.0
phoebastria_immutabilis,1.0,1.0,1.0,9.0
phoenicopterus_roseus,0.4444444444444444,0.47058823529411764,0.45714285714285713,34.0
phoenicopterus_ruber,0.4838709677419355,0.8823529411764706,0.625,17.0
phoeniculus_purpureus,0.875,1.0,0.9333333333333333,7.0
phoenicurus_auroreus,1.0,0.16666666666666666,0.2857142857142857,6.0
phoenicurus_erythrogastrus,1.0,0.25,0.4,4.0
phoenicurus_frontalis,1.0,0.6,0.75,5.0
phoenicurus_moussieri,1.0,0.3333333333333333,0.5,6.0
phoenicurus_ochruros,0.875,0.3888888888888889,0.5384615384615384,18.0
phoenicurus_phoenicurus,1.0,0.16666666666666666,0.2857142857142857,6.0
phylloscopus_bonelli,1.0,0.125,0.2222222222222222,8.0
phylloscopus_borealis,1.0,0.4,0.5714285714285714,5.0
phylloscopus_collybita,1.0,0.1,0.18181818181818182,20.0
phylloscopus_proregulus,0.0,0.0,0.0,3.0
phylloscopus_schwarzi,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
phylloscopus_sibilatrix,1.0,0.4,0.5714285714285714,5.0
phylloscopus_trochiloides,0.0,0.0,0.0,6.0
phylloscopus_trochilus,1.0,0.4,0.5714285714285714,5.0
pica_pica,0.25,1.0,0.4,1.0
picoides_tridactylus,0.6,0.8571428571428571,0.7058823529411765,7.0
picus_awokera,1.0,1.0,1.0,3.0
picus_canus,1.0,0.3,0.46153846153846156,10.0
picus_viridis,0.9032258064516129,0.6829268292682927,0.7777777777777778,41.0
pitangus_sulphuratus,1.0,0.6666666666666666,0.8,3.0
pitta_sordida,1.0,0.625,0.7692307692307693,8.0
platalea_leucorodia,1.0,1.0,1.0,1.0
